0.00 10.00 0 100.00
0.10 10.00 0.01 100.03
0.20 10.00 0.02 100.06
0.30 9.99 0.03 100.09
0.40 9.98 0.04 100.12
0.50 9.97 0.05 100.15
0.60 9.96 0.06 100.18
0.70 9.94 0.07 100.21
0.80 9.92 0.08 100.24
0.90 9.89 0.09 100.27
1.00 9.87 0.10 100.30
1.10 9.84 0.11 100.33
1.19 9.80 0.12 100.36
1.29 9.77 0.13 100.39
1.39 9.73 0.14 100.42
1.49 9.69 0.15 100.45
1.58 9.64 0.16 100.48
1.68 9.59 0.17 100.51
1.78 9.54 0.18 100.54
1.87 9.49 0.19 100.57
1.97 9.43 0.20 100.60
2.06 9.38 0.21 100.63
2.15 9.31 0.22 100.66
2.25 9.25 0.23 100.69
2.34 9.18 0.24 100.72
2.43 9.11 0.25 100.75
2.52 9.04 0.26 100.78
2.61 8.96 0.27 100.81
2.70 8.88 0.28 100.84
2.79 8.80 0.29 100.87
2.88 8.72 0.30 100.90
2.97 8.63 0.31 100.93
3.05 8.54 0.32 100.96
3.14 8.45 0.33 100.99
3.22 8.36 0.34 101.03
3.31 8.26 0.35 101.06
3.39 8.16 0.36 101.09
3.47 8.06 0.37 101.12
3.55 7.96 0.38 101.15
3.63 7.85 0.39 101.18
3.71 7.74 0.40 101.21
3.79 7.63 0.41 101.24
3.86 7.52 0.42 101.27
3.94 7.40 0.43 101.30
4.01 7.28 0.44 101.33
4.09 7.16 0.45 101.36
4.16 7.04 0.46 101.39
4.23 6.91 0.47 101.42
4.30 6.79 0.48 101.45
4.36 6.66 0.49 101.48
4.43 6.53 0.50 101.51
4.50 6.40 0.51 101.54
4.56 6.26 0.52 101.57
4.62 6.12 0.53 101.60
4.68 5.98 0.54 101.63
4.74 5.84 0.55 101.66
4.80 5.70 0.56 101.69
4.86 5.56 0.57 101.72
4.91 5.41 0.58 101.75
4.97 5.26 0.59 101.79
5.02 5.12 0.60 101.82
5.07 4.96 0.61 101.85
5.12 4.81 0.62 101.88
5.17 4.66 0.63 101.91
5.22 4.50 0.64 101.94
5.26 4.35 0.65 101.97
5.31 4.19 0.66 102.00
5.35 4.03 0.67 102.03
5.39 3.87 0.68 102.06
5.43 3.71 0.69 102.09
5.46 3.55 0.70 102.12
5.50 3.38 0.71 102.15
5.53 3.22 0.72 102.18
5.56 3.05 0.73 102.21
5.60 2.88 0.74 102.24
5.62 2.72 0.75 102.28
5.65 2.55 0.76 102.31
5.68 2.38 0.77 102.34
5.70 2.21 0.78 102.37
5.72 2.04 0.79 102.40
5.74 1.86 0.80 102.43
5.76 1.69 0.81 102.46
5.78 1.52 0.82 102.49
5.79 1.35 0.83 102.52
5.81 1.17 0.84 102.55
5.82 1.00 0.85 102.58
5.83 0.82 0.86 102.61
5.84 0.65 0.87 102.64
5.84 0.47 0.88 102.67
5.85 0.30 0.89 102.71
5.85 0.12 0.90 102.74
5.85 -0.05 0.91 102.77
5.85 -0.23 0.92 102.80
5.85 -0.40 0.93 102.83
5.85 -0.58 0.94 102.86
5.84 -0.75 0.95 102.89
5.83 -0.93 0.96 102.92
5.82 -1.11 0.97 102.95
5.81 -1.28 0.98 102.98
5.80 -1.45 0.99 103.01
5.78 -1.63 1.00 103.04
5.77 -1.80 1.01 103.08
5.75 -1.97 1.02 103.11
5.73 -2.15 1.03 103.14
5.71 -2.32 1.04 103.17
5.69 -2.49 1.05 103.20
5.66 -2.66 1.06 103.23
5.63 -2.83 1.07 103.26
5.61 -3.00 1.08 103.29
5.58 -3.17 1.09 103.32
5.54 -3.34 1.10 103.35
5.51 -3.50 1.11 103.39
5.48 -3.67 1.12 103.42
5.44 -3.83 1.13 103.45
5.40 -3.99 1.14 103.48
5.36 -4.16 1.15 103.51
5.32 -4.32 1.16 103.54
5.28 -4.48 1.17 103.57
5.23 -4.64 1.18 103.60
5.19 -4.79 1.19 103.63
5.14 -4.95 1.20 103.67
5.09 -5.10 1.21 103.70
5.04 -5.25 1.22 103.73
4.98 -5.41 1.23 103.76
4.93 -5.56 1.24 103.79
4.87 -5.70 1.25 103.82
4.82 -5.85 1.26 103.85
4.76 -5.99 1.27 103.88
4.70 -6.14 1.28 103.91
4.64 -6.28 1.29 103.95
4.58 -6.42 1.30 103.98
4.51 -6.55 1.31 104.01
4.45 -6.69 1.32 104.04
4.38 -6.82 1.33 104.07
4.31 -6.95 1.34 104.10
4.24 -7.08 1.35 104.13
4.17 -7.21 1.36 104.16
4.10 -7.34 1.37 104.19
4.02 -7.46 1.38 104.23
3.95 -7.58 1.39 104.26
3.87 -7.70 1.40 104.29
3.80 -7.81 1.41 104.32
3.72 -7.93 1.42 104.35
3.64 -8.04 1.43 104.38
3.56 -8.15 1.44 104.41
3.48 -8.26 1.45 104.45
3.40 -8.36 1.46 104.48
3.31 -8.46 1.47 104.51
3.23 -8.56 1.48 104.54
3.14 -8.66 1.49 104.57
3.06 -8.75 1.50 104.60
2.97 -8.84 1.51 104.63
2.88 -8.93 1.52 104.66
2.79 -9.02 1.53 104.70
2.70 -9.10 1.54 104.73
2.61 -9.18 1.55 104.76
2.52 -9.26 1.56 104.79
2.42 -9.34 1.57 104.82
2.33 -9.41 1.58 104.85
2.24 -9.48 1.59 104.88
2.14 -9.55 1.60 104.92
2.05 -9.61 1.61 104.95
1.95 -9.67 1.62 104.98
1.85 -9.73 1.63 105.01
1.76 -9.79 1.64 105.04
1.66 -9.84 1.65 105.07
1.56 -9.89 1.66 105.11
1.46 -9.94 1.67 105.14
1.36 -9.98 1.68 105.17
1.26 -10.02 1.69 105.20
1.16 -10.06 1.70 105.23
1.06 -10.09 1.71 105.26
0.96 -10.13 1.72 105.29
0.86 -10.15 1.73 105.33
0.76 -10.18 1.74 105.36
0.66 -10.20 1.75 105.39
0.55 -10.22 1.76 105.42
0.45 -10.24 1.77 105.45
0.35 -10.25 1.78 105.48
0.25 -10.26 1.79 105.52
0.14 -10.27 1.80 105.55
0.04 -10.27 1.81 105.58
-0.06 -10.28 1.82 105.61
-0.16 -10.27 1.83 105.64
-0.27 -10.27 1.84 105.67
-0.37 -10.26 1.85 105.71
-0.47 -10.25 1.86 105.74
-0.58 -10.24 1.87 105.77
-0.68 -10.22 1.88 105.80
-0.78 -10.20 1.89 105.83
-0.88 -10.18 1.90 105.86
-0.98 -10.15 1.91 105.90
-1.08 -10.12 1.92 105.93
-1.19 -10.09 1.93 105.96
-1.29 -10.05 1.94 105.99
-1.39 -10.01 1.95 106.02
-1.49 -9.97 1.96 106.06
-1.59 -9.93 1.97 106.09
-1.69 -9.88 1.98 106.12
-1.79 -9.83 1.99 106.15
-1.88 -9.77 2.00 106.18
-1.98 -9.72 2.01 106.21
-2.08 -9.66 2.02 106.25
-2.18 -9.60 2.03 106.28
-2.27 -9.53 2.04 106.31
-2.37 -9.46 2.05 106.34
-2.46 -9.39 2.06 106.37
-2.55 -9.32 2.07 106.41
-2.65 -9.24 2.08 106.44
-2.74 -9.16 2.09 106.47
-2.83 -9.08 2.10 106.50
-2.92 -8.99 2.11 106.53
-3.01 -8.91 2.12 106.57
-3.10 -8.82 2.13 106.60
-3.19 -8.72 2.14 106.63
-3.28 -8.63 2.15 106.66
-3.36 -8.53 2.16 106.69
-3.45 -8.43 2.17 106.73
-3.53 -8.33 2.18 106.76
-3.62 -8.22 2.19 106.79
-3.70 -8.11 2.20 106.82
-3.78 -8.00 2.21 106.85
-3.86 -7.89 2.22 106.89
-3.94 -7.77 2.23 106.92
-4.02 -7.65 2.24 106.95
-4.09 -7.53 2.25 106.98
-4.17 -7.41 2.26 107.01
-4.24 -7.28 2.27 107.05
-4.32 -7.16 2.28 107.08
-4.39 -7.03 2.29 107.11
-4.46 -6.90 2.30 107.14
-4.53 -6.76 2.31 107.17
-4.59 -6.63 2.32 107.21
-4.66 -6.49 2.33 107.24
-4.72 -6.35 2.34 107.27
-4.79 -6.21 2.35 107.30
-4.85 -6.06 2.36 107.34
-4.91 -5.92 2.37 107.37
-4.97 -5.77 2.38 107.40
-5.03 -5.62 2.39 107.43
-5.08 -5.47 2.40 107.46
-5.14 -5.32 2.41 107.50
-5.19 -5.16 2.42 107.53
-5.24 -5.01 2.43 107.56
-5.29 -4.85 2.44 107.59
-5.34 -4.69 2.45 107.63
-5.39 -4.53 2.46 107.66
-5.43 -4.37 2.47 107.69
-5.48 -4.21 2.48 107.72
-5.52 -4.04 2.49 107.75
-5.56 -3.88 2.50 107.79
-5.60 -3.71 2.51 107.82
-5.64 -3.54 2.52 107.85
