0.0000000000 	 1.0000000000 	 0.0000000000 	 24.2192000000
0.0300000000 	 1.1885674000 	 0.0901674000 	 24.2716989686
0.0600000000 	 1.3759269668 	 0.1790947370 	 24.3357596464
0.0900000000 	 1.5594409863 	 0.2658363173 	 24.4065841997
0.1200000000 	 1.7353836848 	 0.3490336915 	 24.4784796337
0.1500000000 	 1.8989657174 	 0.4269443092 	 24.5445548844
0.1800000000 	 2.0445324013 	 0.4975527557 	 24.5962189828
0.2100000000 	 2.1659764926 	 0.5587746172 	 24.6224293335
0.2400000000 	 2.2573615325 	 0.6087365552 	 24.6090039944
0.2700000000 	 2.3136813484 	 0.6460812687 	 24.5388511586
0.3000000000 	 2.3316074257 	 0.6702182167 	 24.3941606325
0.3300000000 	 2.3100368725 	 0.6814403574 	 24.1608131456
0.3600000000 	 2.2502833256 	 0.6808640583 	 23.8336192876
0.3900000000 	 2.1558526341 	 0.6702110902 	 23.4197873659
0.4200000000 	 2.0318727874 	 0.6515062316 	 22.9385766201
0.4500000000 	 1.8843423137 	 0.6267822976 	 22.4171914403
0.4800000000 	 1.7193838670 	 0.5978616871 	 21.8849134075
0.5100000000 	 1.5426446580 	 0.5662399770 	 21.3678848833
0.5400000000 	 1.3589091866 	 0.5330588528 	 20.8859929174
0.5700000000 	 1.1719208918 	 0.4991369392 	 20.4520098200
0.6000000000 	 0.9843681840 	 0.4650268356 	 20.0723383950
0.6300000000 	 0.7979776258 	 0.4310760659 	 19.7485282212
0.6600000000 	 0.6136631673 	 0.3974804982 	 19.4789218734
0.6900000000 	 0.4316945481 	 0.3643268170 	 19.2600761729
0.7200000000 	 0.2518628362 	 0.3316250789 	 19.0878311833
0.7500000000 	 0.0736330591 	 0.2993341301 	 18.9580318180
0.7800000000 	 -0.1037178641 	 0.2673829063 	 18.8669622994
0.8100000000 	 -0.2809747138 	 0.2356902294 	 18.8115630855
0.8400000000 	 -0.4588634403 	 0.2041851059 	 18.7894877030
0.8700000000 	 -0.6379302790 	 0.1728288489 	 18.7990380674
0.9000000000 	 -0.8184152470 	 0.1416395178 	 18.8389990242
0.9300000000 	 -1.0001173787 	 0.1107180266 	 18.9083796437
0.9600000000 	 -1.1822536466 	 0.0802736490 	 19.0060619214
0.9900000000 	 -1.3633204570 	 0.0506444604 	 19.1303575340
1.0200000000 	 -1.5409759124 	 0.0223057138 	 19.2784798446
1.0500000000 	 -1.7119717001 	 -0.0041430357 	 19.4459511115
1.0800000000 	 -1.8721726975 	 -0.0280216618 	 19.6259868874
1.1100000000 	 -2.0167051509 	 -0.0486503311 	 19.8089423613
1.1400000000 	 -2.1402640147 	 -0.0654649516 	 19.9819865301
1.1700000000 	 -2.2375814350 	 -0.0781504623 	 20.1292870649
1.2000000000 	 -2.3040123936 	 -0.0867596135 	 20.2330680711
1.2300000000 	 -2.3361420401 	 -0.0917760507 	 20.2757842460
1.2600000000 	 -2.3322844745 	 -0.0940875026 	 20.2432106788
1.2900000000 	 -2.2927476931 	 -0.0948607717 	 20.1276134809
1.3200000000 	 -2.2197921806 	 -0.0953463622 	 19.9297994876
