0.0000000000 	 1.0000000000 	 0.0000000000 	 24.2192000000
0.0400000000 	 1.2514976000 	 0.1202976000 	 24.2939841557
0.0800000000 	 1.4996313066 	 0.2375637912 	 24.3777976736
0.1200000000 	 1.7368376676 	 0.3487440997 	 24.4557958362
0.1600000000 	 1.9520689215 	 0.4494732288 	 24.5115272030
0.2000000000 	 2.1314916683 	 0.5345664624 	 24.5257349873
0.2400000000 	 2.2604066931 	 0.5990806120 	 24.4724901602
0.2800000000 	 2.3262807491 	 0.6397405144 	 24.3154703078
0.3200000000 	 2.3220332591 	 0.6561454898 	 24.0136669921
0.3600000000 	 2.2481723567 	 0.6510567008 	 23.5418944646
0.4000000000 	 2.1126711974 	 0.6295054539 	 22.9132050107
0.4400000000 	 1.9286363347 	 0.5972043611 	 22.1814234038
0.4800000000 	 1.7109601030 	 0.5591182483 	 21.4201732013
0.5200000000 	 1.4733782719 	 0.5187546554 	 20.6962836998
0.5600000000 	 1.2267238861 	 0.4781627937 	 20.0544614119
0.6000000000 	 0.9783910025 	 0.4383032683 	 19.5157906058
0.6400000000 	 0.7326072155 	 0.3994694186 	 19.0838384204
0.6800000000 	 0.4910792136 	 0.3616052166 	 18.7521729508
0.7200000000 	 0.2537172609 	 0.3244986815 	 18.5102797530
0.7600000000 	 0.0192995671 	 0.2878880762 	 18.3472774371
0.8000000000 	 -0.2139559341 	 0.2515258199 	 18.2538433231
0.8400000000 	 -0.4478885615 	 0.2152337705 	 18.2229256055
0.8800000000 	 -0.6839151575 	 0.1789699567 	 18.2496685040
0.9200000000 	 -0.9225290455 	 0.1429148203 	 18.3307802836
0.9600000000 	 -1.1627528478 	 0.1075720516 	 18.4634330999
1.0000000000 	 -1.4015630856 	 0.0738610123 	 18.6437294406
1.0400000000 	 -1.6333762016 	 0.0431527018 	 18.8647958060
1.0800000000 	 -1.8497825134 	 0.0171755261 	 19.1146285488
1.1200000000 	 -2.0398034683 	 -0.0022878055 	 19.3739108461
1.1600000000 	 -2.1909497187 	 -0.0139386545 	 19.6143647835
1.2000000000 	 -2.2911687465 	 -0.0176267558 	 19.7991966049
1.2400000000 	 -2.3313563517 	 -0.0148530654 	 19.8882767143
1.2800000000 	 -2.3076358861 	 -0.0087497808 	 19.8492033156
1.3200000000 	 -2.2224526308 	 -0.0033674437 	 19.6698246713
1.3600000000 	 -2.0839568481 	 -0.0025136267 	 19.3636329417
1.4000000000 	 -1.9039575571 	 -0.0087051043 	 18.9639444152
1.4400000000 	 -1.6953423230 	 -0.0227156454 	 18.5118167328
1.4800000000 	 -1.4698836143 	 -0.0438013852 	 18.0455100423
1.5200000000 	 -1.2369215977 	 -0.0703242206 	 17.5950252307
1.5600000000 	 -1.0029298737 	 -0.1004080612 	 17.1809149413
