0.0000000000 	 1.0000000000 	 0.0000000000 	 24.2192000000
0.0200000000 	 1.1256744000 	 0.0600744000 	 24.2520276141
0.0400000000 	 1.2510769435 	 0.1197714838 	 24.2926592587
0.0600000000 	 1.3755806167 	 0.1789054599 	 24.3401983886
0.0800000000 	 1.4983554437 	 0.2372162214 	 24.3935574624
0.1000000000 	 1.6183584942 	 0.2943651187 	 24.4513949574
0.1200000000 	 1.7343340124 	 0.3499352479 	 24.5120444300
0.1400000000 	 1.8448269822 	 0.4034375476 	 24.5734336043
0.1600000000 	 1.9482131551 	 0.4543237670 	 24.6329941285
0.1800000000 	 2.0427476249 	 0.5020068391 	 24.6875694202
0.2000000000 	 2.1266323215 	 0.5458883415 	 24.7333395760
0.2200000000 	 2.1981003738 	 0.5853916156 	 24.7657968547
0.2400000000 	 2.2555123845 	 0.6199979215 	 24.7798172511
0.2600000000 	 2.2974567943 	 0.6492819786 	 24.7698744878
0.2800000000 	 2.3228443320 	 0.6729427053 	 24.7304239591
0.3000000000 	 2.3309857564 	 0.6908251672 	 24.6564433777
0.3200000000 	 2.3216431571 	 0.7029307573 	 24.5440628219
0.3400000000 	 2.2950480374 	 0.7094143252 	 24.3911691049
0.3600000000 	 2.2518837815 	 0.7105689675 	 24.1978505003
0.3800000000 	 2.1932349989 	 0.7068010108 	 23.9665712980
0.4000000000 	 2.1205105752 	 0.6985989358 	 23.7020267902
0.4200000000 	 2.0353501551 	 0.6865003730 	 23.4107063883
0.4400000000 	 1.9395247764 	 0.6710608778 	 23.1002577122
0.4600000000 	 1.8348415370 	 0.6528272034 	 22.7787771774
0.4800000000 	 1.7230599865 	 0.6323165731 	 22.4541477757
0.5000000000 	 1.6058250867 	 0.6100023160 	 22.1335118059
0.5200000000 	 1.4846187288 	 0.5863053727 	 21.8229216110
0.5400000000 	 1.3607294190 	 0.5615906698 	 21.5271700934
0.5600000000 	 1.2352380841 	 0.5361671742 	 21.2497739304
0.5800000000 	 1.1090170259 	 0.5102904782 	 20.9930682829
0.6000000000 	 0.9827387731 	 0.4841669428 	 20.7583698960
0.6200000000 	 0.8568917425 	 0.4579586522 	 20.5461713956
0.6400000000 	 0.7318000653 	 0.4317886545 	 20.3563389548
0.6600000000 	 0.6076454929 	 0.4057461530 	 20.1882952035
0.6800000000 	 0.4844898732 	 0.3798914590 	 20.0411774866
0.7000000000 	 0.3622972024 	 0.3542606235 	 19.9139676840
0.7200000000 	 0.2409546974 	 0.3288697334 	 19.8055938036
0.7400000000 	 0.1202926671 	 0.3037189092 	 19.7150058123
0.7600000000 	 0.0001032162 	 0.2787960608 	 19.6412291507
0.7800000000 	 -0.1198420185 	 0.2540804789 	 19.5833995107
0.8000000000 	 -0.2397747859 	 0.2295463385 	 19.5407820880
0.8200000000 	 -0.3599134340 	 0.2051661908 	 19.5127778986
0.8400000000 	 -0.4804460515 	 0.1809145075 	 19.4989190313
0.8600000000 	 -0.6015132135 	 0.1567713207 	 19.4988540126
0.8800000000 	 -0.7231900963 	 0.1327259736 	 19.5123238385
0.9000000000 	 -0.8454678660 	 0.1087809511 	 19.5391287331
0.9200000000 	 -0.9682344461 	 0.0849557063 	 19.5790853612
