30 0.00725
-20 0.01196
-18 0.01290
4 0.01756
-24 0.01003
-22 0.01100
-40 0.00360
16 0.01381
-8 0.01674
-56 0.00078
14 0.01467
30 0.00725
-32 0.00641
-40 0.00360
-4 0.01756
6 0.01721
0 0.01784
32 0.00641
-24 0.01003
44 0.00257
-12 0.01545
-2 0.01777
38 0.00421
-24 0.01003
76 0.00006
36 0.00488
2 0.01777
8 0.01674
-36 0.00488
20 0.01196
-34 0.00562
-10 0.01614
8 0.01674
28 0.00815
0 0.01784
-44 0.00257
-2 0.01777
12 0.01545
52 0.00119
30 0.00725
8 0.01674
12 0.01545
-14 0.01467
-22 0.01100
-60 0.00049
-18 0.01290
10 0.01614
-22 0.01100
22 0.01100
-32 0.00641
72 0.00010
-22 0.01100
-10 0.01614
-4 0.01756
-46 0.00215
-54 0.00097
-8 0.01674
12 0.01545
-6 0.01721
2 0.01777
-8 0.01674
-2 0.01777
-12 0.01545
-30 0.00725
46 0.00215
8 0.01674
2 0.01777
-4 0.01756
2 0.01777
14 0.01467
6 0.01721
92 0.00000
-44 0.00257
30 0.00725
18 0.01290
42 0.00306
12 0.01545
6 0.01721
-36 0.00488
-14 0.01467
-8 0.01674
-8 0.01674
-22 0.01100
-16 0.01381
-92 0.00000
28 0.00815
-22 0.01100
-36 0.00488
-6 0.01721
32 0.00641
2 0.01777
0 0.01784
-64 0.00030
-12 0.01545
32 0.00641
-2 0.01777
-14 0.01467
2 0.01777
-42 0.00306
-38 0.00421
-18 0.01290
-16 0.01381
16 0.01381
4 0.01756
-44 0.00257
-22 0.01100
16 0.01381
32 0.00641
-10 0.01614
-12 0.01545
-4 0.01756
-4 0.01756
2 0.01777
0 0.01784
-94 0.00000
6 0.01721
38 0.00421
-6 0.01721
-16 0.01381
20 0.01196
30 0.00725
-16 0.01381
30 0.00725
40 0.00360
20 0.01196
28 0.00815
-18 0.01290
-24 0.01003
24 0.01003
-38 0.00421
-6 0.01721
12 0.01545
-50 0.00146
-2 0.01777
38 0.00421
32 0.00641
4 0.01756
22 0.01100
46 0.00215
12 0.01545
10 0.01614
14 0.01467
8 0.01674
-22 0.01100
4 0.01756
-30 0.00725
-14 0.01467
10 0.01614
4 0.01756
-28 0.00815
30 0.00725
-12 0.01545
-12 0.01545
-4 0.01756
22 0.01100
14 0.01467
38 0.00421
8 0.01674
56 0.00078
-36 0.00488
4 0.01756
-36 0.00488
-10 0.01614
-26 0.00907
-16 0.01381
-2 0.01777
-18 0.01290
32 0.00641
-18 0.01290
-10 0.01614
2 0.01777
-6 0.01721
-12 0.01545
28 0.00815
-54 0.00097
-12 0.01545
18 0.01290
36 0.00488
-20 0.01196
30 0.00725
18 0.01290
24 0.01003
12 0.01545
-28 0.00815
4 0.01756
50 0.00146
18 0.01290
-40 0.00360
-32 0.00641
22 0.01100
0 0.01784
28 0.00815
14 0.01467
-18 0.01290
8 0.01674
2 0.01777
-22 0.01100
0 0.01784
8 0.01674
-22 0.01100
6 0.01721
0 0.01784
54 0.00097
-6 0.01721
18 0.01290
-80 0.00003
-8 0.01674
-46 0.00215
12 0.01545
6 0.01721
10 0.01614
-8 0.01674
20 0.01196
-22 0.01100
30 0.00725
-20 0.01196
12 0.01545
38 0.00421
40 0.00360
46 0.00215
-46 0.00215
2 0.01777
30 0.00725
36 0.00488
4 0.01756
32 0.00641
-16 0.01381
64 0.00030
6 0.01721
-6 0.01721
46 0.00215
-6 0.01721
-12 0.01545
14 0.01467
-4 0.01756
-22 0.01100
14 0.01467
32 0.00641
28 0.00815
20 0.01196
2 0.01777
46 0.00215
4 0.01756
0 0.01784
8 0.01674
6 0.01721
-36 0.00488
-38 0.00421
-40 0.00360
8 0.01674
-52 0.00119
48 0.00178
28 0.00815
0 0.01784
28 0.00815
36 0.00488
-12 0.01545
16 0.01381
-84 0.00002
-26 0.00907
-62 0.00038
-46 0.00215
-50 0.00146
48 0.00178
0 0.01784
-6 0.01721
-18 0.01290
-22 0.01100
-2 0.01777
-16 0.01381
-10 0.01614
24 0.01003
26 0.00907
-18 0.01290
16 0.01381
-22 0.01100
-4 0.01756
14 0.01467
-36 0.00488
-8 0.01674
26 0.00907
-66 0.00023
-26 0.00907
14 0.01467
30 0.00725
-30 0.00725
48 0.00178
30 0.00725
-14 0.01467
-32 0.00641
34 0.00562
20 0.01196
-36 0.00488
28 0.00815
42 0.00306
30 0.00725
8 0.01674
-30 0.00725
20 0.01196
32 0.00641
32 0.00641
18 0.01290
-14 0.01467
-12 0.01545
-4 0.01756
10 0.01614
-50 0.00146
0 0.01784
16 0.01381
0 0.01784
-18 0.01290
-6 0.01721
34 0.00562
16 0.01381
0 0.01784
72 0.00010
30 0.00725
-22 0.01100
32 0.00641
-42 0.00306
-6 0.01721
-50 0.00146
-28 0.00815
-66 0.00023
30 0.00725
24 0.01003
2 0.01777
52 0.00119
-42 0.00306
-12 0.01545
-26 0.00907
48 0.00178
-12 0.01545
-8 0.01674
-30 0.00725
-20 0.01196
10 0.01614
26 0.00907
12 0.01545
-10 0.01614
-6 0.01721
12 0.01545
38 0.00421
62 0.00038
-18 0.01290
20 0.01196
-20 0.01196
4 0.01756
38 0.00421
32 0.00641
-2 0.01777
-26 0.00907
32 0.00641
-10 0.01614
-4 0.01756
14 0.01467
16 0.01381
-70 0.00013
22 0.01100
-2 0.01777
-4 0.01756
2 0.01777
-2 0.01777
-18 0.01290
-22 0.01100
8 0.01674
-8 0.01674
2 0.01777
0 0.01784
2 0.01777
30 0.00725
-14 0.01467
70 0.00013
34 0.00562
-10 0.01614
-18 0.01290
8 0.01674
16 0.01381
-4 0.01756
-14 0.01467
44 0.00257
8 0.01674
24 0.01003
-40 0.00360
12 0.01545
6 0.01721
40 0.00360
-6 0.01721
26 0.00907
-18 0.01290
-30 0.00725
-6 0.01721
-34 0.00562
36 0.00488
-14 0.01467
-20 0.01196
24 0.01003
50 0.00146
16 0.01381
-4 0.01756
2 0.01777
66 0.00023
-20 0.01196
40 0.00360
20 0.01196
16 0.01381
-14 0.01467
-14 0.01467
-18 0.01290
-8 0.01674
10 0.01614
-30 0.00725
-8 0.01674
8 0.01674
-78 0.00004
42 0.00306
-8 0.01674
-36 0.00488
-8 0.01674
-56 0.00078
-14 0.01467
20 0.01196
36 0.00488
36 0.00488
-52 0.00119
16 0.01381
10 0.01614
14 0.01467
-24 0.01003
26 0.00907
-18 0.01290
-14 0.01467
-16 0.01381
0 0.01784
12 0.01545
50 0.00146
-88 0.00001
4 0.01756
-30 0.00725
-46 0.00215
-16 0.01381
-22 0.01100
40 0.00360
38 0.00421
-6 0.01721
12 0.01545
32 0.00641
8 0.01674
30 0.00725
24 0.01003
-16 0.01381
-10 0.01614
24 0.01003
-16 0.01381
8 0.01674
2 0.01777
-16 0.01381
54 0.00097
6 0.01721
-18 0.01290
-18 0.01290
-6 0.01721
-36 0.00488
66 0.00023
-6 0.01721
0 0.01784
-8 0.01674
0 0.01784
-22 0.01100
-20 0.01196
-8 0.01674
-38 0.00421
-18 0.01290
46 0.00215
-24 0.01003
8 0.01674
16 0.01381
-28 0.00815
-26 0.00907
14 0.01467
6 0.01721
8 0.01674
-16 0.01381
12 0.01545
-18 0.01290
38 0.00421
-18 0.01290
-12 0.01545
40 0.00360
-20 0.01196
-12 0.01545
-2 0.01777
14 0.01467
-36 0.00488
-76 0.00006
20 0.01196
76 0.00006
-12 0.01545
40 0.00360
-18 0.01290
-60 0.00049
4 0.01756
72 0.00010
-4 0.01756
-20 0.01196
-4 0.01756
32 0.00641
56 0.00078
-4 0.01756
-12 0.01545
-24 0.01003
-44 0.00257
-46 0.00215
52 0.00119
12 0.01545
66 0.00023
-26 0.00907
-36 0.00488
16 0.01381
8 0.01674
38 0.00421
-26 0.00907
4 0.01756
4 0.01756
0 0.01784
16 0.01381
-18 0.01290
-38 0.00421
-10 0.01614
20 0.01196
14 0.01467
-36 0.00488
26 0.00907
-64 0.00030
-4 0.01756
34 0.00562
-26 0.00907
80 0.00003
22 0.01100
-20 0.01196
32 0.00641
-18 0.01290
30 0.00725
-46 0.00215
-20 0.01196
16 0.01381
82 0.00002
-36 0.00488
0 0.01784
-24 0.01003
-24 0.01003
-2 0.01777
22 0.01100
-34 0.00562
22 0.01100
-34 0.00562
-22 0.01100
-40 0.00360
2 0.01777
-52 0.00119
-28 0.00815
4 0.01756
6 0.01721
22 0.01100
2 0.01777
-28 0.00815
28 0.00815
16 0.01381
14 0.01467
-6 0.01721
-44 0.00257
30 0.00725
14 0.01467
-8 0.01674
4 0.01756
18 0.01290
-14 0.01467
12 0.01545
-32 0.00641
48 0.00178
-8 0.01674
28 0.00815
-50 0.00146
-6 0.01721
0 0.01784
-40 0.00360
20 0.01196
-8 0.01674
-8 0.01674
-2 0.01777
2 0.01777
-22 0.01100
6 0.01721
28 0.00815
42 0.00306
-18 0.01290
-26 0.00907
2 0.01777
58 0.00062
-6 0.01721
58 0.00062
46 0.00215
6 0.01721
-36 0.00488
-2 0.01777
46 0.00215
-16 0.01381
-2 0.01777
-10 0.01614
-36 0.00488
16 0.01381
26 0.00907
-26 0.00907
74 0.00007
-20 0.01196
26 0.00907
-22 0.01100
60 0.00049
48 0.00178
6 0.01721
-74 0.00007
2 0.01777
80 0.00003
-28 0.00815
42 0.00306
16 0.01381
0 0.01784
14 0.01467
-14 0.01467
2 0.01777
54 0.00097
-2 0.01777
-38 0.00421
40 0.00360
54 0.00097
18 0.01290
-22 0.01100
-46 0.00215
-52 0.00119
-32 0.00641
0 0.01784
12 0.01545
10 0.01614
26 0.00907
-24 0.01003
-52 0.00119
40 0.00360
28 0.00815
50 0.00146
22 0.01100
8 0.01674
14 0.01467
26 0.00907
20 0.01196
22 0.01100
-36 0.00488
14 0.01467
-40 0.00360
12 0.01545
4 0.01756
8 0.01674
8 0.01674
22 0.01100
-6 0.01721
6 0.01721
-26 0.00907
-24 0.01003
-8 0.01674
6 0.01721
-30 0.00725
-36 0.00488
28 0.00815
-50 0.00146
18 0.01290
4 0.01756
-2 0.01777
16 0.01381
28 0.00815
24 0.01003
36 0.00488
-6 0.01721
-46 0.00215
16 0.01381
-6 0.01721
20 0.01196
-24 0.01003
-24 0.01003
26 0.00907
0 0.01784
22 0.01100
6 0.01721
22 0.01100
4 0.01756
-48 0.00178
2 0.01777
18 0.01290
-30 0.00725
-8 0.01674
14 0.01467
-34 0.00562
-6 0.01721
20 0.01196
-18 0.01290
4 0.01756
6 0.01721
-50 0.00146
40 0.00360
-18 0.01290
-76 0.00006
-14 0.01467
-10 0.01614
-26 0.00907
-14 0.01467
28 0.00815
0 0.01784
66 0.00023
