-1.0167721200 2.1993260777
1.2797670244 1.7339004884
-2.1331994233 1.6672221347
0.0236930547 2.0652288038
1.1049599587 1.9214274520
-2.4846112484 1.4118871610
2.0293469893 0.1453620720
-0.2088883189 2.2293318963
0.9439711528 2.0472464043
-2.3678104912 1.4985801451
-2.3629214395 1.4632526890
-2.9318366592 1.0358798428
0.1459576987 0.5223578476
-0.0538909179 1.4286740124
-2.0687689083 1.6674767751
0.0525908874 2.0052189765
1.1875031047 1.8433704008
-2.4278989325 1.4543136341
2.8788505472 0.6806560672
0.3220428659 0.3224195327
-0.0408065083 1.4256781453
-2.0890172329 1.6539043175
0.0132714137 2.0808406408
1.0832060042 1.9403262483
-2.4845206855 1.4119379295
2.0303284507 0.1458475047
-0.1784619895 2.2179408003
0.9452546762 2.0464608447
-2.3707896330 1.4963880697
-2.4150664729 1.4253454329
2.5097507559 0.4241777757
-2.5220243352 1.3847999300
1.5986881877 -0.0250344938
-0.0496736223 1.5736434715
0.0631662463 1.6076131257
2.0682653882 0.2160430454
0.8848570950 2.1596640078
-3.0687762717 0.9642291564
0.1193805566 0.5817962070
-0.0578314940 1.4227427048
-2.3090332544 1.5010902341
-2.0357464680 1.6903129351
0.0785339626 1.8477205934
1.3664172474 1.6444946316
-2.0383387839 1.7325220759
0.0567617492 1.5125322733
0.0448976578 2.0169056601
1.1739303370 1.8569211934
-2.4438094740 1.4424557700
2.6207481181 0.4983361351
1.7005183880 0.0399866760
-0.0707117521 1.5116012853
-0.1826200782 2.2208535978
0.9418740414 2.0488130649
-2.3661391166 1.4998083256
-2.3337621367 1.4842753774
-2.4339712271 1.4114890164
2.2380132390 0.2569313728
1.1824597777 1.8586067852
-2.5509962552 1.3619302293
1.3123552942 -0.0822907514
-0.0270507968 1.4891135884
-0.3567269757 2.2654619524
0.9731528519 2.0257761025
-2.3965804185 1.4773748760
-2.8691396848 1.0838215091
0.1834608067 0.4571368867
-0.0496094493 1.4304650351
-1.9773924169 1.7275306262
0.0523246205 1.4450759218
-0.8682986503 2.2364692688
1.2162546422 1.8071333769
-2.3088240337 1.5419594452
-1.3991388646 2.0529673653
1.4215401827 1.5839853512
-1.9486331917 1.7924725949
0.5758024308 0.1695169090
-0.0315261050 1.4126950412
-2.5028860314 1.3597769678
1.4368337580 -0.0637196375
-0.0336295807 1.5393062022
0.0579155768 1.9798668721
1.2220945641 1.8073694687
-2.3731749118 1.4948489261
